sep=;
Date;High price;Low price;Closing price;Average price;Total volume;Turnover;Trades
2012-12-07;3787,800;3755,660;3773,080;;1;483316667,386;0
2012-12-05;3751,670;3717,750;3736,770;;1;393190751,72;0
2012-12-04;3708,170;3681,450;3692,760;;1;230263880,078;0
2012-12-03;3702,380;3668,600;3687,460;;1;289672142,492;0
2012-11-30;3684,620;3659,780;3666,810;;1;325982070,363;0
2012-11-29;3669,330;3634,460;3669,330;;1;316327919,755;0
2012-11-28;3618,480;3592,700;3617,930;;1;264719661,549;0
2012-11-27;3677,270;3613,570;3625,970;;1;315057177,305;0
2012-11-26;3676,770;3642,810;3646,690;;1;296099580,541;0
2012-11-23;3676,150;3622,810;3676,150;;1;347101251,483;0
2012-11-22;3637,010;3617,430;3635,420;;1;327213305,202;0
2012-11-21;3601,070;3554,770;3601,070;;1;294311879,14;0
2012-11-20;3573,800;3550,630;3567,280;;1;300706077,79;0
2012-11-19;3557,610;3492,020;3556,430;;1;279807123,011;0
2012-11-16;3510,700;3459,170;3459,170;;1;267938103,87;0
2012-11-15;3509,780;3492,030;3492,250;;1;227149749,885;0
2012-11-14;3546,640;3514,710;3524,670;;1;251660683,397;0
2012-11-13;3529,910;3492,210;3527,310;;1;234156975,264;0
2012-11-12;3559,930;3537,740;3543,020;;1;212543769,102;0
2012-11-09;3557,330;3517,940;3543,930;;1;260281117,07;0
2012-11-08;3585,000;3555,620;3560,800;;1;246563381,8;0
2012-11-07;3642,160;3565,400;3567,210;;1;354347752,22;0
2012-11-06;3630,570;3611,020;3623,530;;1;227022153,398;0
2012-11-05;3634,300;3611,480;3618,970;;1;264755353,276;0
2012-11-02;3647,450;3607,240;3641,180;;1;376361085,537;0
2012-11-01;3603,950;3553,530;3601,390;;1;340923505,031;0
2012-10-31;3590,010;3555,150;3555,150;;1;428278505,098;0
2012-10-30;3555,550;3518,370;3553,380;;1;272686795,501;0
2012-10-29;3523,550;3490,840;3515,330;;1;353847232,912;0
2012-10-26;3515,340;3479,200;3514,280;;1;291402902,129;0
2012-10-25;3519,200;3501,350;3508,290;;1;442025463,739;0
2012-10-24;3534,230;3486,610;3528,840;;1;395623280,464;0
2012-10-23;3575,090;3508,110;3515,800;;1;537758285,49;0
2012-10-22;3601,970;3567,740;3576,690;;1;302721422,15;0
2012-10-19;3626,730;3576,920;3577,020;;1;382327173,302;0
2012-10-18;3646,080;3598,840;3624,720;;1;590015131,227;0
2012-10-17;3611,480;3586,850;3611,480;;1;398300968,324;0
2012-10-16;3578,180;3549,520;3578,180;;1;440117332,471;0
2012-10-15;3562,210;3543,540;3548,610;;1;153508004,83;0
2012-10-12;3554,890;3532,000;3534,440;;1;248172900,267;0
2012-10-11;3566,870;3520,660;3555,180;;1;314377460,915;0
2012-10-10;3557,880;3533,480;3536,900;;1;274921395,095;0
2012-10-09;3590,450;3556,450;3564,800;;1;272551616,888;0
2012-10-08;3580,390;3556,840;3564,720;;1;205319616,56;0
2012-10-05;3599,970;3539,210;3595,780;;1;310381683,254;0
2012-10-04;3559,720;3526,570;3533,620;;1;302886249,963;0
2012-10-03;3555,530;3525,850;3536,290;;1;303622220,906;0
2012-10-02;3599,100;3559,440;3565,610;;1;329257391,406;0
2012-10-01;3587,450;3516,110;3584,870;;1;289736625,638;0
2012-09-28;3584,400;3526,380;3530,230;;1;365197562,966;0
2012-09-27;3564,940;3542,750;3558,750;;1;272264566,446;0
2012-09-26;3590,690;3524,970;3534,110;;1;346888474,708;0
2012-09-25;3619,280;3560,900;3613,410;;1;301424773,311;0
2012-09-24;3607,410;3558,270;3569,500;;1;282623795,98;0
2012-09-21;3628,870;3606,790;3615,740;;1;391960615,925;0
2012-09-20;3631,630;3596,960;3612,330;;1;434906163,331;0
2012-09-19;3653,550;3618,290;3633,880;;1;316603110,697;0
2012-09-18;3670,660;3616,680;3623,220;;1;400282759,89;0
2012-09-17;3704,480;3679,700;3681,320;;1;366529631,364;0
2012-09-14;3727,950;3691,640;3714,670;;1;596718400,573;0
2012-09-13;3620,100;3591,100;3617,500;;1;316126934,322;0
2012-09-12;3628,470;3583,140;3621,130;;1;417574142,525;0
2012-09-11;3580,110;3514,720;3580,110;;1;325309026,548;0
2012-09-10;3563,290;3541,460;3547,480;;1;261452032,431;0
2012-09-07;3548,610;3493,920;3547,230;;1;446199263,856;0
2012-09-06;3479,940;3405,550;3471,030;;1;519993533,727;0
2012-09-05;3470,880;3406,340;3414,240;;1;481418358,431;0
2012-09-04;3498,090;3436,550;3441,720;;1;281390961,611;0
2012-09-03;3490,340;3454,680;3487,130;;1;219618779,233;0
2012-08-31;3459,790;3406,700;3444,800;;1;322904201,142;0
2012-08-30;3442,850;3401,710;3413,270;;1;296893151,981;0
2012-08-29;3471,060;3424,000;3429,710;;1;302585500,278;0
2012-08-28;3514,700;3460,260;3461,050;;1;317235610,319;0
2012-08-27;3539,220;3495,490;3527,220;;1;337638956,419;0
2012-08-24;3501,300;3463,700;3481,180;;1;339001826,784;0
2012-08-23;3538,940;3472,380;3484,960;;1;300828129,316;0
2012-08-22;3536,240;3502,390;3512,480;;1;276865100,594;0
2012-08-21;3555,700;3527,180;3553,370;;1;216879334,947;0
2012-08-20;3549,520;3507,130;3516,850;;1;206853175,031;0
2012-08-17;3527,410;3490,990;3527,410;;1;342100257,125;0
2012-08-16;3499,190;3459,810;3496,700;;1;327308694,527;0
2012-08-15;3466,060;3438,390;3452,850;;1;235711400,093;0
2012-08-14;3483,120;3448,040;3460,180;;1;293100870,121;0
2012-08-13;3498,100;3453,220;3467,610;;1;229280390,969;0
2012-08-10;3515,490;3474,990;3498,590;;1;275240111,298;0
2012-08-09;3521,540;3481,290;3517,040;;1;355349126,812;0
2012-08-08;3483,840;3436,490;3469,550;;1;360452999,392;0
2012-08-07;3489,360;3425,040;3486,770;;1;367366214,161;0
2012-08-06;3440,230;3392,690;3435,470;;1;297183381,581;0
2012-08-03;3396,110;3304,250;3394,480;;1;315859891,372;0
2012-08-02;3396,860;3300,860;3300,860;;1;495211429,843;0
2012-08-01;3400,200;3343,940;3369,590;;1;482480819,594;0
2012-07-31;3419,360;3354,770;3376,500;;1;371059820,862;0
2012-07-30;3413,150;3362,650;3413,880;;1;308039923,435;0
2012-07-27;3367,240;3298,640;3363,060;;1;375345025,611;0
2012-07-26;3301,950;3200,240;3299,750;;1;460817633,873;0
2012-07-25;3229,840;3175,760;3217,080;;1;271887004,805;0
2012-07-24;3216,960;3185,000;3187,260;;1;287121984,63;0
2012-07-23;3239,640;3174,310;3191,400;;1;313727924,733;0
2012-07-20;3348,910;3266,340;3270,590;;1;387031269,074;0
2012-07-19;3341,940;3297,040;3333,120;;1;536039806,813;0
2012-07-18;3309,990;3284,950;3306,860;;1;126322393,47;0
2012-07-17;3346,980;3301,250;3304,960;;1;288386898,102;0
2012-07-16;3322,250;3284,090;3322,250;;1;225606907,112;0
2012-07-13;3303,520;3270,070;3295,520;;1;239626085,786;0
2012-07-12;3301,660;3261,660;3263,400;;1;286848420,479;0
2012-07-11;3303,770;3275,380;3292,470;;1;257160688,636;0
2012-07-10;3321,560;3264,200;3300,370;;1;280182829,257;0
2012-07-09;3289,970;3249,370;3262,660;;1;207672377,737;0
2012-07-06;3334,390;3286,710;3286,710;;1;237449686,822;0
2012-07-05;3381,100;3325,120;3350,010;;1;299146438,647;0
2012-07-04;3371,060;3327,380;3361,470;;1;174102635,714;0
2012-07-03;3367,860;3325,290;3367,860;;1;292651537,326;0
2012-07-02;3334,600;3275,690;3328,010;;1;339346065,145;0
2012-06-29;3271,850;3218,420;3270,050;;1;433998239,37;0
2012-06-28;3204,360;3143,010;3158,910;;1;255512319,64;0
2012-06-27;3190,060;3141,360;3185,450;;1;306718057,155;0
2012-06-26;3173,990;3125,780;3135,730;;1;370462094,468;0
2012-06-25;3251,960;3152,240;3159,300;;1;398133651,484;0
2012-06-21;3292,570;3234,770;3270,230;;1;388120224,58;0
2012-06-20;3289,600;3239,680;3289,600;;1;336159194,428;0
2012-06-19;3263,000;3192,370;3256,860;;1;328700826,441;0
2012-06-18;3258,530;3168,650;3190,290;;1;300048691,33;0
2012-06-15;3191,990;3126,720;3189,220;;1;514574050,017;0
2012-06-14;3140,550;3086,720;3114,330;;1;591917768,566;0
2012-06-13;3237,620;3136,180;3145,470;;1;373161551,136;0
2012-06-12;3228,780;3181,290;3212,780;;1;363471325,484;0
2012-06-11;3331,860;3224,320;3224,510;;1;366324066,818;0
2012-06-08;3281,130;3183,470;3241,610;;1;384386554,882;0
2012-06-07;3262,920;3192,060;3242,160;;1;450885897,247;0
2012-06-06;3199,490;3141,710;3199,370;;1;342057977,589;0
2012-06-05;3129,700;3103,630;3115,630;;1;248770455,756;0
2012-06-04;3107,810;3082,000;3093,450;;1;243522278,318;0
2012-06-01;3226,550;3108,860;3130,310;;1;465922944,382;0
2012-05-31;3288,530;3196,380;3213,380;;1;507460985,765;0
2012-05-30;3318,480;3260,730;3264,280;;1;323648245,758;0
2012-05-29;3349,630;3288,250;3327,810;;1;352520109,647;0
2012-05-28;3352,950;3280,260;3292,470;;1;265822949,846;0
2012-05-25;3332,100;3274,570;3293,830;;1;301840829,526;0
2012-05-24;3313,080;3255,800;3297,070;;1;299828365,084;0
2012-05-23;3353,850;3273,890;3276,410;;1;385530212,386;0
2012-05-22;3395,090;3335,080;3384,970;;1;405720613,083;0
2012-05-21;3326,030;3264,410;3307,200;;1;373955559,566;0
2012-05-18;3301,840;3248,190;3263,730;;1;452693495,056;0
2012-05-16;3372,390;3291,990;3339,630;;1;403158565,189;0
2012-05-15;3455,340;3368,040;3371,050;;1;416878298,338;0
2012-05-14;3527,260;3412,590;3427,300;;1;445681030,794;0
2012-05-11;3559,150;3503,870;3555,510;;1;321077484,84;0
2012-05-10;3543,530;3479,790;3530,230;;1;434080957,843;0
2012-05-09;3541,310;3463,040;3492,410;;1;457975672,793;0
2012-05-08;3563,510;3502,030;3507,800;;1;419038629,899;0
2012-05-07;3552,580;3465,450;3549,820;;1;288061554,848;0
2012-05-04;3596,750;3514,650;3526,000;;1;424456338,516;0
2012-05-03;3652,080;3602,900;3620,000;;1;390583164,422;0
2012-05-02;3690,680;3596,540;3622,600;;1;530145382,368;0
2012-04-30;3700,590;3637,940;3642,770;;1;368328583,283;0
2012-04-27;3703,680;3598,430;3685,420;;1;531787463,922;0
2012-04-26;3697,380;3607,200;3614,910;;1;650561602,876;0
2012-04-25;3667,430;3596,790;3664,410;;1;502920900,048;0
2012-04-24;3587,900;3524,670;3585,130;;1;778652895,23;0
2012-04-23;3573,920;3481,690;3491,060;;1;369970446,312;0
2012-04-20;3599,080;3559,930;3586,530;;1;543125159,536;0
2012-04-19;3666,350;3579,230;3581,330;;1;652836014,577;0
2012-04-18;3651,320;3596,080;3610,720;;1;455069679,508;0
2012-04-17;3658,450;3554,700;3652,050;;1;461333319,402;0
2012-04-16;3587,020;3533,560;3559,840;;1;406626890,608;0
2012-04-13;3609,340;3550,890;3560,690;;1;524353497,863;0
2012-04-12;3623,600;3552,530;3617,500;;1;696997821,037;0
2012-04-11;3688,600;3602,120;3614,710;;1;942304639,454;0
2012-04-10;3718,210;3627,250;3627,250;;1;505183679,943;0
2012-04-05;3764,380;3682,560;3741,630;;1;426965240,075;0
2012-04-04;3845,120;3729,050;3733,420;;1;564644700,329;0
2012-04-03;3898,720;3865,970;3865,970;;1;509364960,113;0
2012-04-02;3883,000;3817,840;3882,640;;1;558129437,541;0
2012-03-30;3887,300;3834,250;3873,530;;1;489443077,139;0
2012-03-29;3876,460;3806,450;3813,960;;1;477198388,132;0
2012-03-28;3903,490;3856,120;3861,960;;1;494499651,345;0
2012-03-27;3936,410;3876,230;3880,890;;1;561992744,173;0
2012-03-26;3921,710;3841,280;3921,650;;1;430973203,286;0
2012-03-23;3877,710;3809,900;3866,560;;1;506855749,699;0
2012-03-22;3895,990;3810,460;3847,100;;1;552397583,293;0
2012-03-21;3962,300;3882,550;3899,810;;1;557637165,449;0
2012-03-20;3989,700;3940,340;3956,620;;1;532203454,217;0
2012-03-19;4016,470;3983,170;4014,080;;1;469152805,334;0
2012-03-16;4012,000;3986,330;4008,600;;1;726167964,555;0
2012-03-15;3987,230;3963,410;3987,020;;1;459240516,756;0
2012-03-14;4004,410;3970,360;3972,010;;1;502771086,545;0
2012-03-13;3966,210;3926,000;3961,680;;1;452190177,471;0
2012-03-12;3912,030;3873,190;3903,900;;1;379564796,595;0
2012-03-09;3933,710;3895,720;3907,120;;1;486482393,174;0
2012-03-08;3914,420;3858,150;3914,420;;1;482649739,252;0
2012-03-07;3853,780;3787,560;3850,790;;1;468149378,434;0
2012-03-06;3911,590;3788,230;3788,230;;1;602272911,036;0
2012-03-05;3953,740;3914,390;3928,970;;1;353443696,621;0
2012-03-02;3964,320;3933,050;3957,450;;1;375344102,096;0
2012-03-01;3962,880;3916,490;3941,260;;1;364424621,349;0
2012-02-29;3966,890;3922,800;3938,320;;1;470523894,277;0
2012-02-28;3972,100;3900,380;3931,350;;1;519670148,866;0
2012-02-27;3981,690;3914,850;3940,590;;1;433174198,42;0
2012-02-24;4013,230;3963,210;4003,790;;1;433952857,451;0
2012-02-23;3998,930;3922,070;3952,450;;1;408127733,44;0
2012-02-22;4033,670;3968,800;3976,970;;1;396505824,536;0
2012-02-21;4048,500;3998,960;4013,660;;1;396157465,833;0
2012-02-20;4037,660;3987,090;4037,380;;1;382238894,798;0
2012-02-17;3968,160;3923,830;3962,470;;1;457877816,38;0
2012-02-16;3897,590;3855,690;3895,250;;1;417244831,489;0
2012-02-15;3916,910;3891,720;3906,570;;1;425677879,538;0
2012-02-14;3897,470;3854,720;3867,060;;1;419339170,888;0
2012-02-13;3902,090;3860,900;3870,560;;1;381231129,951;0
2012-02-10;3879,840;3831,320;3845,090;;1;471105059,074;0
2012-02-09;3912,010;3865,260;3883,920;;1;594050908,566;0
2012-02-08;3905,050;3853,530;3889,720;;1;517494169,768;0
2012-02-07;3865,550;3811,890;3837,240;;1;483620867,219;0
2012-02-06;3868,010;3824,230;3853,920;;1;465052776,77;0
2012-02-03;3864,580;3798,090;3863,850;;1;609411862,044;0
2012-02-02;3818,800;3782,070;3812,980;;1;638913314,911;0
2012-02-01;3803,950;3705,460;3797,090;;1;584343319,603;0
2012-01-31;3717,760;3675,160;3700,480;;1;467798166,563;0
2012-01-30;3727,070;3642,480;3655,050;;1;417447494,436;0
2012-01-27;3800,770;3741,180;3743,920;;1;540478424,4;0
2012-01-26;3802,050;3712,120;3799,670;;1;877254536,231;0
2012-01-25;3761,440;3683,510;3721,210;;1;480548310,761;0
2012-01-24;3787,780;3685,030;3725,240;;1;576289245,068;0
2012-01-23;3809,730;3753,900;3802,380;;1;461499490,728;0
2012-01-20;3802,760;3739,050;3771,070;;1;488723172,545;0
2012-01-19;3781,530;3724,580;3781,530;;1;546556675,231;0
2012-01-18;3737,150;3674,690;3727,430;;1;469086951,957;0
2012-01-17;3720,490;3659,390;3691,780;;1;564705568,871;0
2012-01-16;3634,500;3549,700;3627,340;;1;328039745,497;0
2012-01-13;3635,790;3541,000;3566,160;;1;403175638,988;0
2012-01-12;3639,240;3579,110;3595,360;;1;536653198,232;0
2012-01-11;3623,270;3558,220;3567,690;;1;488210389,643;0
2012-01-10;3590,350;3523,960;3590,350;;1;470053678,274;0
2012-01-09;3549,390;3494,580;3500,050;;1;357350852,582;0
2012-01-05;3555,260;3508,580;3524,410;;1;450375584,72;0
2012-01-04;3567,500;3512,360;3525,260;;1;344295994,986;0
2012-01-03;3572,230;3512,450;3572,230;;1;383617877,542;0
2012-01-02;3523,720;3428,550;3517,560;;1;175666381,952;0
2011-12-30;3423,980;3373,980;3423,980;;1;173953724,802;0
2011-12-29;3385,620;3347,380;3385,620;;1;177122374,41;0
2011-12-28;3392,550;3346,990;3357,800;;1;203914888,075;0
2011-12-27;3404,000;3364,580;3372,890;;1;109930243,096;0
2011-12-23;3403,090;3382,840;3396,650;;1;181903382,475;0
2011-12-22;3369,390;3326,570;3369,390;;1;259294512,061;0
2011-12-21;3393,750;3303,280;3316,960;;1;429037811,942;0
2011-12-20;3336,120;3211,200;3335,670;;1;381384641,774;0
2011-12-19;3266,860;3214,810;3221,830;;1;279763354,513;0
2011-12-16;3280,220;3228,440;3240,780;;1;559144450,237;0
2011-12-15;3282,820;3232,910;3262,830;;1;432157163,658;0
2011-12-14;3335,710;3242,530;3243,410;;1;432324912,53;0
2011-12-13;3361,590;3284,750;3324,360;;1;442896099,607;0
2011-12-12;3412,840;3312,110;3314,250;;1;376381909,049;0
2011-12-09;3445,750;3363,010;3412,100;;1;428369674,424;0
2011-12-08;3513,440;3384,380;3385,510;;1;500272591,925;0
2011-12-07;3582,900;3450,660;3491,960;;1;560914168,742;0
2011-12-05;3564,360;3535,180;3557,540;;1;376484343,319;0
2011-12-02;3564,640;3497,700;3508,240;;1;378091202,385;0
2011-12-01;3559,700;3495,920;3503,210;;1;463207567,923;0
2011-11-30;3554,030;3370,750;3553,210;;1;787478842,145;0
2011-11-29;3451,100;3377,490;3432,100;;1;372238112,346;0
2011-11-28;3427,350;3281,850;3425,440;;1;565394761,89;0
2011-11-25;3268,200;3199,840;3243,940;;1;350694243,876;0
2011-11-24;3290,290;3209,870;3246,890;;1;361167370,791;0
2011-11-23;3293,770;3219,110;3221,980;;1;512111717,498;0
2011-11-22;3316,980;3258,790;3265,530;;1;546189137,59;0
2011-11-21;3414,350;3282,940;3285,170;;1;409232488,389;0
2011-11-18;3446,950;3408,320;3413,510;;1;390702804,444;0
2011-11-17;3523,320;3453,430;3462,830;;1;380117731,919;0
2011-11-16;3560,760;3498,480;3522,610;;1;362246418,118;0
2011-11-15;3567,450;3494,200;3528,380;;1;331187056,259;0
2011-11-14;3656,010;3553,230;3567,560;;1;318118099,814;0
2011-11-11;3608,990;3497,620;3607,070;;1;358407308,779;0
2011-11-10;3563,060;3459,550;3493,240;;1;429458423,276;0
2011-11-09;3643,790;3496,810;3521,830;;1;507863907,886;0
2011-11-08;3652,630;3592,900;3599,740;;1;356086826,735;0
2011-11-07;3632,250;3533,460;3589,320;;1;427166515,849;0
2011-11-04;3683,590;3561,420;3577,920;;1;471032231,214;0
2011-11-03;3653,630;3487,860;3648,270;;1;577295381,844;0
2011-11-02;3562,400;3462,120;3552,800;;1;481916356,002;0
2011-11-01;3565,160;3465,320;3499,470;;1;597006299,983;0
2011-10-31;3772,340;3628,490;3628,490;;1;583041627,946;0
2011-10-28;3867,060;3771,120;3791,680;;1;579088433,19;0
2011-10-27;3818,950;3729,360;3814,190;;1;839568808,856;0
2011-10-26;3669,950;3593,930;3619,440;;1;571244545,701;0
2011-10-25;3652,810;3586,290;3607,780;;1;525367638,77;0
2011-10-24;3616,590;3543,390;3615,740;;1;498268042,721;0
2011-10-21;3510,490;3445,560;3509,010;;1;488623759,014;0
2011-10-20;3509,500;3425,800;3435,400;;1;925884449,667;0
2011-10-19;3516,710;3460,030;3477,840;;1;507992895,517;0
2011-10-18;3506,250;3421,310;3497,640;;1;400724533,084;0
2011-10-17;3645,980;3467,600;3481,780;;1;524828297,012;0
2011-10-14;3607,160;3536,010;3586,960;;1;568380584,017;0
2011-10-13;3614,410;3532,610;3539,740;;1;580293358,837;0
2011-10-12;3561,600;3430,520;3561,120;;1;513132220,236;0
2011-10-11;3489,810;3439,520;3474,070;;1;366673200,073;0
2011-10-10;3471,110;3374,280;3471,110;;1;388997252,791;0
2011-10-07;3422,070;3353,870;3381,360;;1;386578144;0
2011-10-06;3388,900;3305,500;3388,900;;1;476068864;0
2011-10-05;3283,710;3203,100;3282,740;;1;402897440;0
2011-10-04;3281,290;3148,790;3175,500;;1;533474944;0
2011-10-03;3331,930;3254,920;3311,620;;1;359640352;0
2011-09-30;3398,970;3317,150;3334,100;;1;396414688;0
2011-09-29;3403,130;3332,710;3401,760;;1;423596896;0
2011-09-28;3394,840;3328,750;3354,360;;1;385601760;0
2011-09-27;3395,480;3301,250;3395,480;;1;396947744;0
2011-09-26;3284,280;3149,950;3233,240;;1;399042496;0
2011-09-23;3272,500;3130,680;3202,900;;1;485011904;0
2011-09-22;3343,920;3238,670;3238,670;;1;474098272;0
2011-09-21;3451,430;3404,090;3413,580;;1;222172976;0
